4.04227e-10,3.98429e-10,3.92496e-10,3.90737e-10,3.93894e-10,3.94159e-10,3.96186e-10,3.98062e-10,3.9962e-10,3.99307e-10,4.00199e-10,3.99404e-10,3.99778e-10,4.00237e-10,4.00569e-10,4.00739e-10,4.00774e-10,4.00429e-10,4.00936e-10,4.00376e-10,4.00606e-10,4.00728e-10,4.00376e-10,4.00093e-10,3.99793e-10,4.00301e-10,3.99872e-10,4.00098e-10,4.00376e-10,4.00537e-10,
4.30984e-10,4.28732e-10,4.30384e-10,4.32783e-10,4.30264e-10,4.32333e-10,4.32526e-10,4.31659e-10,4.33082e-10,4.3386e-10,4.34415e-10,4.34279e-10,4.33335e-10,4.3368e-10,4.34219e-10,4.34297e-10,4.35158e-10,4.35823e-10,4.35757e-10,4.35878e-10,4.3573e-10,4.36289e-10,4.36565e-10,4.36445e-10,4.3655e-10,4.36853e-10,4.36934e-10,4.3717e-10,4.36988e-10,4.36818e-10,
4.04227e-10,3.93993e-10,3.91157e-10,3.91744e-10,3.92696e-10,3.96795e-10,3.9815e-10,3.97082e-10,3.98537e-10,3.97548e-10,3.96915e-10,3.96631e-10,3.96619e-10,3.96819e-10,3.97254e-10,3.9659e-10,3.96409e-10,3.96084e-10,3.96001e-10,3.95481e-10,3.94301e-10,3.94851e-10,3.94921e-10,3.94903e-10,3.95045e-10,3.94872e-10,3.95041e-10,3.95587e-10,3.95583e-10,3.95777e-10,
4.66074e-10,4.62876e-10,4.61814e-10,4.61738e-10,4.60059e-10,4.59545e-10,4.60992e-10,4.62534e-10,4.61915e-10,4.62147e-10,4.62917e-10,4.6318e-10,4.6235e-10,4.62355e-10,4.61208e-10,4.60206e-10,4.59909e-10,4.59495e-10,4.60126e-10,4.5956e-10,4.59351e-10,4.59079e-10,4.59224e-10,4.58829e-10,4.58827e-10,4.58826e-10,4.58925e-10,4.59276e-10,4.59571e-10,4.59817e-10,
5.92112e-10,6.01463e-10,6.04808e-10,6.0085e-10,6.01463e-10,6.01054e-10,6.00067e-10,5.99334e-10,5.98503e-10,5.98794e-10,5.97951e-10,5.99034e-10,5.99774e-10,5.99721e-10,5.99836e-10,5.99334e-10,5.99599e-10,5.99434e-10,5.99794e-10,5.99877e-10,5.98465e-10,5.97628e-10,5.97279e-10,5.9745e-10,5.97136e-10,5.96309e-10,5.96581e-10,5.97086e-10,5.96668e-10,5.96124e-10,
4.59696e-10,4.61057e-10,4.61511e-10,4.62648e-10,4.63696e-10,4.63788e-10,4.64766e-10,4.65044e-10,4.64447e-10,4.63696e-10,4.62503e-10,4.61208e-10,4.61301e-10,4.61446e-10,4.60966e-10,4.61341e-10,4.61244e-10,4.61259e-10,4.6046e-10,4.59515e-10,4.59955e-10,4.60191e-10,4.60642e-10,4.60338e-10,4.60276e-10,4.60219e-10,4.60704e-10,4.6096e-10,4.60822e-10,4.60815e-10,
4.42633e-10,4.39951e-10,4.39354e-10,4.41069e-10,4.39593e-10,4.41888e-10,4.43655e-10,4.44086e-10,4.45117e-10,4.45137e-10,4.45316e-10,4.46061e-10,4.46968e-10,4.47553e-10,4.47702e-10,4.47273e-10,4.47474e-10,4.47702e-10,4.47812e-10,4.47777e-10,4.48128e-10,4.47756e-10,4.48234e-10,4.48597e-10,4.48824e-10,4.48379e-10,4.48431e-10,4.47936e-10,4.48e-10,4.4806e-10,
4.81988e-10,4.68833e-10,4.69757e-10,4.69526e-10,4.71239e-10,4.73317e-10,4.73874e-10,4.72657e-10,4.75033e-10,4.74502e-10,4.74408e-10,4.7394e-10,4.73042e-10,4.73874e-10,4.74034e-10,4.74701e-10,4.75015e-10,4.74304e-10,4.74803e-10,4.75346e-10,4.75301e-10,4.75645e-10,4.75713e-10,4.75815e-10,4.75797e-10,4.75021e-10,4.75033e-10,4.75581e-10,4.75216e-10,4.75158e-10,
4.22842e-10,4.2602e-10,4.25869e-10,4.23524e-10,4.2466e-10,4.23752e-10,4.24401e-10,4.25794e-10,4.26975e-10,4.27287e-10,4.28445e-10,4.2813e-10,4.28419e-10,4.28796e-10,4.2822e-10,4.27998e-10,4.28227e-10,4.28732e-10,4.2904e-10,4.28777e-10,4.29183e-10,4.29224e-10,4.29104e-10,4.29296e-10,4.29363e-10,4.29391e-10,4.29817e-10,4.29569e-10,4.29463e-10,4.29213e-10,
4.42633e-10,4.41739e-10,4.37266e-10,4.33456e-10,4.3368e-10,4.34279e-10,4.34706e-10,4.33007e-10,4.32683e-10,4.31704e-10,4.32374e-10,4.3383e-10,4.34233e-10,4.33937e-10,4.338e-10,4.33737e-10,4.34103e-10,4.35175e-10,4.35899e-10,4.36191e-10,4.36285e-10,4.35841e-10,4.35708e-10,4.35549e-10,4.35797e-10,4.36164e-10,4.36603e-10,4.37074e-10,4.37544e-10,4.37445e-10,
